 11718032	2017-12-22 23:07:46	1	0	1	0
 11718032	2017-12-25 09:06:56	1	0	1	0
 21718540	2017-12-25 09:10:38	1	0	1	0
 11618032	2017-12-25 09:19:21	1	0	1	0
 21618528	2017-12-25 09:22:31	1	0	1	0
   917308	2017-12-25 09:35:28	1	0	1	0
 11718032	2017-12-25 09:35:43	1	0	1	0
 11718032	2017-12-25 09:35:51	1	0	1	0
   917308	2017-12-25 09:47:37	1	0	1	0
   916117	2017-12-25 09:55:42	1	0	1	0
315010462	2017-12-25 10:00:04	1	0	1	0
   917308	2017-12-25 16:46:06	1	0	1	0
 21718540	2017-12-25 18:54:54	1	0	1	0
   617573	2017-12-25 18:57:02	1	0	1	0
   617573	2017-12-25 18:57:11	1	0	1	0
   617573	2017-12-25 18:57:26	1	0	1	0
 11718032	2017-12-26 00:15:00	1	0	1	0
 21718540	2017-12-26 08:50:46	1	0	1	0
   916680	2017-12-26 08:52:40	1	0	1	0
 11718032	2017-12-26 09:03:11	1	0	1	0
 11618032	2017-12-26 09:09:12	1	0	1	0
   916117	2017-12-26 09:14:58	1	0	1	0
   617573	2017-12-26 09:15:53	1	0	1	0
 21618528	2017-12-26 09:17:02	1	0	1	0
   917308	2017-12-26 09:17:23	1	0	1	0
316010558	2017-12-26 10:39:52	1	0	1	0
315010462	2017-12-26 11:55:37	1	0	1	0
   617573	2017-12-26 15:32:05	1	0	1	0
   916680	2017-12-27 08:32:49	1	0	1	0
 21718540	2017-12-27 09:00:30	1	0	1	0
316010558	2017-12-27 09:17:54	1	0	1	0
 11618032	2017-12-27 09:18:17	1	0	1	0
   617573	2017-12-27 09:18:39	1	0	1	0
 21618528	2017-12-27 09:22:22	1	0	1	0
   916117	2017-12-27 09:22:28	1	0	1	0
   917308	2017-12-27 09:26:41	1	0	1	0
315010462	2017-12-27 11:33:26	1	0	1	0
   916680	2017-12-28 07:56:22	1	0	1	0
 21718540	2017-12-28 08:59:37	1	0	1	0
 11718032	2017-12-28 09:02:13	1	0	1	0
 11618032	2017-12-28 09:22:35	1	0	1	0
   917308	2017-12-28 09:27:36	1	0	1	0
   916117	2017-12-28 09:29:02	1	0	1	0
 21618528	2017-12-28 09:29:04	1	0	1	0
315010462	2017-12-28 12:18:26	1	0	1	0
 21718540	2017-12-28 15:19:48	1	0	1	0
 11718032	2017-12-28 23:01:55	1	0	1	0
 11618032	2017-12-28 23:42:39	1	0	1	0
   916680	2017-12-29 08:15:33	1	0	1	0
 21718540	2017-12-29 08:56:24	1	0	1	0
 21618528	2017-12-29 09:09:48	1	0	1	0
 21618528	2017-12-29 09:09:49	1	0	1	0
 11618032	2017-12-29 09:24:00	1	0	1	0
   917308	2017-12-29 09:27:00	1	0	1	0
 11718032	2017-12-29 09:38:59	1	0	1	0
315010462	2017-12-29 13:50:24	1	0	1	0
316010558	2017-12-29 18:28:05	1	0	1	0
   916680	2017-12-30 09:23:52	1	0	1	0
   617573	2017-12-30 09:32:26	1	0	1	0
 21718540	2017-12-30 10:02:04	1	0	1	0
316010558	2017-12-30 10:50:41	1	0	1	0
 11618032	2017-12-30 23:09:02	1	0	1	0
316010558	2017-12-30 23:46:07	1	0	1	0
 11618032	2018-01-01 09:26:54	1	0	1	0
 21718540	2018-01-01 09:27:05	1	0	1	0
   917308	2018-01-01 09:47:44	1	0	1	0
 21618528	2018-01-01 09:47:52	1	0	1	0
 21618528	2018-01-01 09:47:53	1	0	1	0
   916680	2018-01-01 09:49:15	1	0	1	0
316010558	2018-01-01 19:33:49	1	0	1	0
   916680	2018-01-02 08:41:04	1	0	1	0
 11718032	2018-01-02 08:55:33	1	0	1	0
 21718540	2018-01-02 08:58:59	1	0	1	0
 21618528	2018-01-02 09:13:56	1	0	1	0
   917308	2018-01-02 09:14:09	1	0	1	0
   916117	2018-01-02 09:17:33	1	0	1	0
 11618032	2018-01-02 09:21:54	1	0	1	0
   617573	2018-01-02 09:25:13	1	0	1	0
 11718032	2018-01-03 00:26:52	1	0	1	0
   916680	2018-01-03 07:42:41	1	0	1	0
 21718540	2018-01-03 09:03:25	1	0	1	0
 11718032	2018-01-03 09:08:22	1	0	1	0
 11618032	2018-01-03 09:24:28	1	0	1	0
 21618528	2018-01-03 09:30:41	1	0	1	0
   917308	2018-01-03 09:32:22	1	0	1	0
 11718032	2018-01-03 23:17:56	1	0	1	0
   916680	2018-01-04 08:53:42	1	0	1	0
   617573	2018-01-04 09:06:43	1	0	1	0
 21718540	2018-01-04 09:08:33	1	0	1	0
   916117	2018-01-04 09:19:31	1	0	1	0
 21618528	2018-01-04 09:19:45	1	0	1	0
   917308	2018-01-04 09:20:48	1	0	1	0
   916680	2018-01-05 08:46:48	1	0	1	0
 21718540	2018-01-05 09:04:37	1	0	1	0
 21618528	2018-01-05 09:23:18	1	0	1	0
   917308	2018-01-05 09:23:21	1	0	1	0
   617573	2018-01-05 09:39:54	1	0	1	0
 11718032	2018-01-05 09:41:44	1	0	1	0
 11618032	2018-01-05 09:45:17	1	0	1	0
   617573	2018-01-06 09:58:40	1	0	1	0
 21718540	2018-01-06 09:58:49	1	0	1	0
 11618032	2018-01-06 10:46:53	1	0	1	0
315010462	2018-01-06 15:09:03	1	0	1	0
 11618032	2018-01-07 10:11:59	1	0	1	0
 21718540	2018-01-08 09:00:09	1	0	1	0
   916680	2018-01-08 09:13:53	1	0	1	0
 21618528	2018-01-08 09:15:53	1	0	1	0
 11718032	2018-01-08 09:16:12	1	0	1	0
   617573	2018-01-08 09:24:53	1	0	1	0
 11618032	2018-01-08 09:25:29	1	0	1	0
   917308	2018-01-08 09:36:48	1	0	1	0
 21718540	2018-01-09 08:48:26	1	0	1	0
   916680	2018-01-09 09:12:00	1	0	1	0
 11718032	2018-01-09 09:18:19	1	0	1	0
 21618528	2018-01-09 09:18:41	1	0	1	0
 11618032	2018-01-09 09:24:39	1	0	1	0
   617573	2018-01-09 09:24:56	1	0	1	0
   917308	2018-01-09 09:28:46	1	0	1	0
   916680	2018-01-10 08:46:01	1	0	1	0
   916680	2018-01-10 08:46:06	1	0	1	0
 21718540	2018-01-10 09:06:47	1	0	1	0
   917308	2018-01-10 09:08:05	1	0	1	0
 21618528	2018-01-10 09:15:10	1	0	1	0
   916680	2018-01-11 08:35:59	1	0	1	0
 21718540	2018-01-11 09:10:10	1	0	1	0
   916117	2018-01-11 09:20:21	1	0	1	0
 21618528	2018-01-11 09:20:42	1	0	1	0
 11618032	2018-01-11 09:20:47	1	0	1	0
   617573	2018-01-11 09:24:45	1	0	1	0
   917308	2018-01-11 09:35:33	1	0	1	0
 11618032	2018-01-12 08:48:03	1	0	1	0
 21718540	2018-01-12 09:03:45	1	0	1	0
   916680	2018-01-12 09:11:49	1	0	1	0
   617573	2018-01-12 09:27:00	1	0	1	0
   617573	2018-01-12 09:27:01	1	0	1	0
   917308	2018-01-12 09:37:25	1	0	1	0
   617573	2018-01-13 10:12:23	1	0	1	0
 21718540	2018-01-13 10:12:28	1	0	1	0
 21718540	2018-01-14 09:31:40	1	0	1	0
   916680	2018-01-15 08:45:17	1	0	1	0
   916117	2018-01-15 08:46:58	1	0	1	0
 21718540	2018-01-15 09:09:42	1	0	1	0
 21618528	2018-01-15 09:17:14	1	0	1	0
   917308	2018-01-15 09:18:42	1	0	1	0
   617573	2018-01-15 09:19:51	1	0	1	0
 11718032	2018-01-15 09:35:44	1	0	1	0
   916117	2018-01-16 09:04:14	1	0	1	0
   917308	2018-01-16 09:12:37	1	0	1	0
 21718540	2018-01-16 09:18:38	1	0	1	0
 21618528	2018-01-16 09:22:29	1	0	1	0
 11718032	2018-01-16 09:25:31	1	0	1	0
 11618032	2018-01-16 09:25:59	1	0	1	0
   916680	2018-01-16 09:28:28	1	0	1	0
   617573	2018-01-16 09:30:43	1	0	1	0
   916680	2018-01-17 08:30:11	1	0	1	0
 21718540	2018-01-17 09:08:44	1	0	1	0
 11618032	2018-01-17 09:22:07	1	0	1	0
   916117	2018-01-17 09:24:56	1	0	1	0
 21618528	2018-01-17 09:25:12	1	0	1	0
   917308	2018-01-17 09:35:02	1	0	1	0
315010462	2018-01-17 22:47:06	1	0	1	0
   916680	2018-01-18 07:01:29	1	0	1	0
 21718540	2018-01-18 07:50:34	1	0	1	0
 11618032	2018-01-18 09:25:25	1	0	1	0
 21618528	2018-01-18 09:27:47	1	0	1	0
 21718540	2018-01-19 09:23:07	1	0	1	0
 11618032	2018-01-19 09:23:11	1	0	1	0
 21618528	2018-01-19 09:24:59	1	0	1	0
 21718540	2018-01-20 10:20:45	1	0	1	0
   617573	2018-01-20 10:49:24	1	0	1	0
 11618032	2018-01-22 08:38:26	1	0	1	0
 21718540	2018-01-22 09:00:53	1	0	1	0
 21618528	2018-01-22 09:16:18	1	0	1	0
